lat,lng,title
47.1260136,37.5393831,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/nZNrdgYtxEJw.png"" /></div>Молодіжна рада Маріуполя<br/>molodrada.mrpl@gmail.com<br/>87500 Донецька область, місто Маріуполь, Архітектора Нільсена 35а<br/>+38 096 465 4328"
49.4267400,23.7462480,"Меденицька Молодіжна рада<br/>kisera.ivan18@gmail.com<br/>82160, 82161 Львівська обл., Дрогобицький р-н, смт Меденичі, вул. Незалежності, 52<br/>+380972047094"
50.1050263,24.3380562,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/d0XvA8h1QHeh.jpeg"" /></div>Молодіжна рада при Кам‘янка-Бузькій міській раді<br/>ikvas@i.ua<br/>80400, Львівська обл., м. Кам‘янка-Бузька, вул. Шевченка 2<br/>+380977585899"
50.4831613,24.2816145,"Молодіжна Рада м.Сокаль<br/>youngconcilsokal@gmail.com<br/>80001, Львівська область, Червоноградський район, м. Сокаль<br/>+380687721515"
50.4973322,26.2480108,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/nzECzexw3WvT.jpg"" /></div>Здовбицька молодіжна рада<br/>mrzdovbytsia@gmail.com<br/>35700, Рівненська обл. Рівненський р-н,  с. Здовбиця,  вул. Шосова 105<br/><a href=""https://www.facebook.com/groups/755150098737871"">Перейти на сайт</a><br/>+380680520238"
49.8375630,35.2926340,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/X64ZOX7d2Zpn.jpg"" /></div>Коломацька молодіжна рада<br/>tanabobonec@gmail.com<br/>63101<br/><a href=""https://www.facebook.com/profile.php?id=100057804232575"">Перейти на сайт</a><br/>380508751944"
50.5941200,27.6165000,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/g9FEw48zTC8B.jpg"" /></div>Новоград-Волинська Молодіжна рада<br/>molodizhna.rada.nv@gmail.com<br/>11702, Житомирська обл., Новоград-Волинський р-н, м Новоград-Волинський, вул. Шевченка, буд. 16<br/><a href=""https://www.facebook.com/%D0%9C%D0%BE%D0%BB%D0%BE%D0%B4%D1%96%D0%B6%D0%BD%D0%B0-%D0%A0%D0%B0%D0%B4%D0%B0-%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%B0-%D0%92%D0%BE%D0%BB%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE-105533141053295/"">Перейти на сайт</a><br/>+380 (93) 483 42 94, +380 (93) 483 42 94"
48.9591030,24.6825140,Молодіжна рада Угринівської ТГ<br/>molodiznaradauhryniv@gmail.com<br/>77421 Угринів вул.Польова 1<br/>+380966572932
50.1774271,30.3201848,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/IGgg6jIKkk4P.png"" /></div>Молодіжна Рада Василькова<br/>m.rada.vasylkiv@gmail.com<br/>08601, Київська обл., Обухівський р-н, м. Васильків, вул. Покровська, буд. 5<br/>+380638969891"
48.9610757,24.6807973,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/UrOtKd816fvo.png"" /></div>Угринівська Молодіжна рада<br/>molodiznaradauhryniv@gmail.com<br/>77423 с.Угринів вул.Польова,1<br/>+380966572932"
50.0561340,23.9711967,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/xtmHaSKXYaoV.jpg"" /></div>Жовківська Молодіжа Рада<br/>youthcouncilzhovkva@gmail.com<br/>80300, м.Жовква, пл.Вічева 1<br/><a href=""https://www.facebook.com/youthcouncilzhovkva"">Перейти на сайт</a><br/>+380980488121, +380994943745"
49.0361550,28.1068990,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/dsScI6HEYYus.png"" /></div>Жмеринська молодіжна рада<br/>ms30082004091173@gmail.com<br/>23100<br/>+380983551526"
50.3066521,34.8999563,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/nIO85aWpTP0g.png"" /></div>Молодіжна рада при Охтирській міській раді<br/>aza017@gmail.com<br/>вулиця Незалежності, 11 місто Охтирка Сумська область 42700 Україна<br/><a href=""https://www.facebook.com/molodizhnarada.okht"">Перейти на сайт</a><br/>+380661182520"
47.0090989,33.7294405,Молодіжна рада Горностаївської селищної об'єднаної територіальної громади<br/>molodizhnaradahotg@gmail.com<br/>+380(66)183-84-27
50.9136360,34.7743473,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/jTLhjN1q3Ev0.jpg"" /></div>Молодіжна рада при Сумській обласній державній адміністрації.<br/>omr.sumy@gmail.com<br/>40000, Сумська обл., м. Суми, майдан Незалежності, буд. 2<br/><a href=""https://www.facebook.com/sumy.somr"">Перейти на сайт</a><br/>+38 (099) 2284070"
49.3345724,22.9913821,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/EP5nKAHuTbGt.jpg"" /></div>Молодіжна рада при Стрілківській сільській раді<br/>molodizhnarada.strilky@gmail.com<br/>82092, Львівська обл., Самбірський р-н, с. Стрілки, вул. М.Вербицького, 2<br/>(098) 271-9903, (096) 984-8560"
48.6142537,22.2923387,Закарпатська молодіжна рада<br/>kaniyk2000@icloud.com<br/>88000<br/>(095) 070-5822
48.3637408,22.3994631,"Батівька Молодіжна рада<br/>mrbatyovo@gmail.com<br/>90212, Закарпатська обл., Берегівський р-н, смт Батьово, вул. Кошута, буд. 128<br/><a href=""https://batyovo-rada.gov.ua"">Перейти на сайт</a><br/>(031) 414-9355"
48.8025560,26.0401870,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/2E4cIOobpUtL.jpg"" /></div>Молодіжна рада при Борщівській міській раді<br/>katschan@ukr.net<br/>48700, Тернопільська область, Чортківський район, місто Борщів,<br/>0977205031"
48.5085162,32.2661752,"Кропивницька молодіжна рада<br/>Kropmolodrada@gmail.com<br/>25000  Кіровоградська область, Кропивницький, вулиця Велика Перспективна, 41,<br/>(099) 782-7883"
50.7417428,25.3540313,"Молодіжна рада при Волинській ОДА<br/>youth.council.of.volyn@gmail.com<br/>43000, Волинська область, м. Луцьк, Градний узвіз, 5<br/><a href=""https://voladm.gov.ua/category/molodizhna-rada/1/"">Перейти на сайт</a><br/>(096) 412-1534"
50.1087125,27.7004001,"Миропільська молодіжна рада<br/>molod.rada.m@gmail.com<br/>13033, смт.Миропіль, Житомирська область, Житомирський район, вул. Центральна 38<br/><a href=""https://www.instagram.com/molodizhna_rada_myropil/"">Перейти на сайт</a><br/>(096) 533-1025, (096) 533-1025"
50.8342500,25.4582100,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/6UGzevnfSeI9.jpg"" /></div>Ківерцівська молодіжна рада (Youth Council Kivertsi)<br/>yckvtsyo@gmail.com<br/>45201, Волинська область, Луцький район, місто Ківерці, вулиця Шевченка 14<br/><a href=""https://www.facebook.com/YCKvts/?ref=pages_you_manage"">Перейти на сайт</a><br/>(095) 130-0971"
47.9735490,24.0147396,"Великобичківська молодіжна рада<br/>yurii.tkach5@gmail.com<br/>90615, Закарпатська обл., Рахівський р-н, смт Великий Бичків, вул. Покровська 16<br/>(096) 111-6590"
50.9123800,25.2677221,Молодіжна рада при Рожищенській міській раді<br/>Kuchmukmaksimm@gmail.com<br/>Nezalezhnosti 60 street<br/>0667085266
50.1328759,27.9410640,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/8Q4rMKIOFOFZ.png"" /></div>Романівська Молодіжна Рада<br/>mrromaniv@ukr.net<br/>13001, Житомирська область, Житомирський район, смт Романів<br/><a href=""https://www.facebook.com/groups/304576727873325/?ref=share"">Перейти на сайт</a><br/>0989881398"
49.0170810,25.7980890,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/WhkdLiPTXN8t.jpg"" /></div>Чортківська молодіжна рада<br/>youthcouncil.chortkiv@gmail.com<br/>48500, Тернопільська обл.; м. Чортків; вул. Тараса Шевченка 21<br/>(067) 496-9780"
48.3079100,37.2591000,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/CxEXX6XvWaSo.jpg"" /></div>Молодіжна Рада Мирнограда<br/>myrnograd@ukr.net<br/>85322, Донецька обл., м. Мирноград, вул. Центральна, 9<br/><a href=""https://www.instagram.com/m.r.myrnograda/"">Перейти на сайт</a><br/>(063) 684-1023"
50.1338084,23.8473488,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/wHMah8a5BEFz.png"" /></div>Добросинсько-Магерівська молодіжна рада<br/>orest.borus@gmail.com<br/>80337, Львівська область, Львівський район, село Добросин, площа 40-річчя Перемоги,3<br/><a href=""https://dmg.gov.ua/molodizhna-rada-09-36-54-08-07-2021/"">Перейти на сайт</a><br/>(067) 890-9728, (067) 890-9728"
49.4628203,36.8786912,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/6hwF9Z9BQR7f.png"" /></div>Балаклійська Молодіжна Рада<br/>bal.mol.rada@gmail.com<br/>64200, Харківська область, місто Балаклія, вулиця Жовтнева,14<br/><a href=""https://www.instagram.com/invites/contact/?i=1x6jq8quguwpg&utm_content=n9x0cnb"">Перейти на сайт</a><br/>0660646290, 0574920716"
50.5771750,25.8649710,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/pGiqU6lqlRDh.jpg"" /></div>Молодіжна рада при Дядьковицькій сільській раді<br/>molodiznaradadadkovichi@gmail.com<br/><a href=""https://www.facebook.com/groups/dyadkovychi.molod/?ref=share"">Перейти на сайт</a><br/>0950708081, 0967034060"
50.7644300,24.9986860,"Моложна рада при Торчинській селищній раді<br/>super.lady.iron@gmail.com<br/>45612, Волинська область, Луцький район, смт Торчин вул Незалежності 35<br/><a href=""https://www.facebook.com/molodtorchinskoiotg/"">Перейти на сайт</a><br/>0505226102"
49.1000000,34.7361411,"Чернеччинська Молодіжна Рада<br/>elenagunko55577@gmail.com<br/>51110, Дніпропетровська область, Новомосковський район, с. Гупалівка, вул. Романа Савченко 40А<br/>0664427344, 0664427344"
51.0569110,31.1508117,"Молодіжна рада при Кіптівській сільській раді<br/>vidksmskipti@ukr.net<br/>17035, с.Кіпті, вулиця Слов'янська 53<br/><a href=""https://www.facebook.com/groups/4492444994210231/?ref=share"">Перейти на сайт</a><br/>0663958982"
49.6784370,36.3556080,"Молодіжна рада при Зміївському міському голові<br/>artysha90@gmail.com<br/>63404, Харківська обл., Чугуївський р-н, місто Зміїв, вул.Адміністративна, будинок 9<br/><a href=""https://www.facebook.com/profile.php?id=100073631853570"">Перейти на сайт</a><br/>(066) 286-8133"
50.7670630,25.5152430,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/hgsT3f8aMVS3.jpg"" /></div>Підгайцівська Молодіжна рада<br/>pidgaytsi.youth.council@gmail.com<br/>45635,Волинська обл., Луцький р-н, с. Піддубці<br/><a href=""https://pidgayci-gromada.gov.ua/molodizhna-rada-pri-pidgajcivskij-silskij-radi-14-25-23-09-11-2021/"">Перейти на сайт</a><br/>(066) 474-4235"
48.6541915,34.3347779,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/ABmwfGHt7vwV.jpg"" /></div>Верхньодніпровська молодіжна рада<br/>donskihtoropchinanatalia@gmail.com<br/>51600, м.Верхньодніпровськ, пр. Шевченко, 21<br/><a href=""https://www.facebook.com/groups/222728875168647"">Перейти на сайт</a><br/>0676372929"
